rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date,rank_month,rank_year,rank_day
65,Bolivia,BOL,499.0,491.0,-2,CONMEBOL,2010-05-26,5,2010,26
64,Montenegro,MNE,500.0,500.0,-1,UEFA,2010-05-26,5,2010,26
54,Mali,MLI,575.0,575.0,0,CAF,2010-05-26,5,2010,26
63,Canada,CAN,516.0,516.0,0,CONCACAF,2010-05-26,5,2010,26
61,IR Iran,IRN,521.0,521.0,1,AFC,2010-05-26,5,2010,26
60,Benin,BEN,531.0,531.0,1,CAF,2010-05-26,5,2010,26
59,Belgium,BEL,541.0,518.0,-3,UEFA,2010-05-26,5,2010,26
58,Poland,POL,561.0,552.0,0,UEFA,2010-05-26,5,2010,26
57,Hungary,HUN,565.0,567.0,1,UEFA,2010-05-26,5,2010,26
56,Northern Ireland,NIR,566.0,555.0,-1,UEFA,2010-05-26,5,2010,26
61,FYR Macedonia,MKD,521.0,521.0,1,UEFA,2010-05-26,5,2010,26
37,Sweden,SWE,761.0,757.0,0,UEFA,2010-05-26,5,2010,26
21,Nigeria,NGA,883.0,883.0,1,CAF,2010-05-26,5,2010,26
35,Colombia,COL,776.0,777.0,1,CONMEBOL,2010-05-26,5,2010,26
15,Serbia,SRB,947.0,944.0,-1,UEFA,2010-05-26,5,2010,26
14,USA,USA,957.0,950.0,0,CONCACAF,2010-05-26,5,2010,26
13,Greece,GRE,964.0,968.0,1,UEFA,2010-05-26,5,2010,26
12,Egypt,EGY,967.0,967.0,-1,CAF,2010-05-26,5,2010,26
11,Russia,RUS,1015.0,1003.0,0,UEFA,2010-05-26,5,2010,26
10,Croatia,CRO,1041.0,1052.0,1,UEFA,2010-05-26,5,2010,26
16,Uruguay,URU,899.0,902.0,-2,CONMEBOL,2010-05-26,5,2010,26
9,France,FRA,1044.0,1044.0,-1,UEFA,2010-05-26,5,2010,26
7,Argentina,ARG,1076.0,1084.0,0,CONMEBOL,2010-05-26,5,2010,26
6,Germany,GER,1082.0,1107.0,0,UEFA,2010-05-26,5,2010,26
5,Italy,ITA,1184.0,1184.0,0,UEFA,2010-05-26,5,2010,26
3,Portugal,POR,1249.0,1249.0,0,UEFA,2010-05-26,5,2010,26
2,Spain,ESP,1565.0,1565.0,0,UEFA,2010-05-26,5,2010,26
1,Brazil,BRA,1611.0,1611.0,0,CONMEBOL,2010-05-26,5,2010,26
8,England,ENG,1068.0,1068.0,0,UEFA,2010-05-26,5,2010,26
36,Denmark,DEN,767.0,767.0,1,UEFA,2010-05-26,5,2010,26
17,Mexico,MEX,895.0,936.0,0,CONCACAF,2010-05-26,5,2010,26
19,Cameroon,CMR,887.0,887.0,0,CAF,2010-05-26,5,2010,26
34,Slovakia,SVK,777.0,742.0,-4,UEFA,2010-05-26,5,2010,26
33,Czech Republic,CZE,793.0,827.0,4,UEFA,2010-05-26,5,2010,26
32,Ghana,GHA,800.0,802.0,0,CAF,2010-05-26,5,2010,26
31,Paraguay,PAR,820.0,822.0,1,CONMEBOL,2010-05-26,5,2010,26
30,Algeria,ALG,821.0,821.0,-1,CAF,2010-05-26,5,2010,26
29,Turkey,TUR,830.0,798.0,-4,UEFA,2010-05-26,5,2010,26
18,Chile,CHI,888.0,948.0,3,CONMEBOL,2010-05-26,5,2010,26
28,Romania,ROU,853.0,843.0,0,UEFA,2010-05-26,5,2010,26
26,Israel,ISR,857.0,857.0,2,UEFA,2010-05-26,5,2010,26
25,Slovenia,SVN,860.0,860.0,2,UEFA,2010-05-26,5,2010,26
24,Switzerland,SUI,866.0,854.0,-2,UEFA,2010-05-26,5,2010,26
23,Ukraine,UKR,875.0,855.0,-2,UEFA,2010-05-26,5,2010,26
22,Norway,NOR,882.0,879.0,0,UEFA,2010-05-26,5,2010,26
20,Australia,AUS,886.0,883.0,0,AFC,2010-05-26,5,2010,26
27,Côte d'Ivoire,CIV,856.0,846.0,0,CAF,2010-05-26,5,2010,26
4,Netherlands,NED,1231.0,1221.0,0,UEFA,2010-05-26,5,2010,26
77,Wales,WAL,415.0,429.0,2,UEFA,2010-05-26,5,2010,26
73,Uganda,UGA,440.0,437.0,-1,CAF,2010-05-26,5,2010,26
169,Philippines,PHI,67.0,55.0,-1,AFC,2010-05-26,5,2010,26
168,Kyrgyz Republic,KGZ,74.0,92.0,7,AFC,2010-05-26,5,2010,26
167,Chinese Taipei,TPE,75.0,78.0,1,AFC,2010-05-26,5,2010,26
166,Puerto Rico,PUR,76.0,76.0,-2,CONCACAF,2010-05-26,5,2010,26
165,Pakistan,PAK,78.0,78.0,-1,AFC,2010-05-26,5,2010,26
164,Mauritania,MTN,81.0,81.0,-1,CAF,2010-05-26,5,2010,26
163,St. Vincent / Grenadines,VIN,91.0,91.0,-1,CONCACAF,2010-05-26,5,2010,26
162,Niger,NIG,92.0,92.0,1,CAF,2010-05-26,5,2010,26
161,Nepal,NEP,96.0,92.0,0,AFC,2010-05-26,5,2010,26
160,Lebanon,LIB,98.0,98.0,3,AFC,2010-05-26,5,2010,26
159,Sri Lanka,SRI,99.0,99.0,3,AFC,2010-05-26,5,2010,26
157,Bangladesh,BAN,100.0,94.0,-3,AFC,2010-05-26,5,2010,26
157,Malta,MLT,100.0,103.0,3,UEFA,2010-05-26,5,2010,26
72,El Salvador,SLV,452.0,452.0,1,CONCACAF,2010-05-26,5,2010,26
155,Eritrea,ERI,101.0,95.0,-4,CAF,2010-05-26,5,2010,26
154,Netherlands Antilles,ANT,103.0,98.0,-3,CONCACAF,2010-05-26,5,2010,26
153,Vanuatu,VAN,108.0,108.0,0,OFC,2010-05-26,5,2010,26
152,Lesotho,LES,109.0,115.0,3,CAF,2010-05-26,5,2010,26
151,St. Kitts and Nevis,SKN,113.0,113.0,0,CONCACAF,2010-05-26,5,2010,26
150,Liberia,LBR,114.0,112.0,-2,CAF,2010-05-26,5,2010,26
149,Liechtenstein,LIE,117.0,117.0,1,UEFA,2010-05-26,5,2010,26
148,Madagascar,MAD,121.0,115.0,-1,CAF,2010-05-26,5,2010,26
147,Myanmar,MYA,122.0,141.0,5,AFC,2010-05-26,5,2010,26
146,Malaysia,MAS,123.0,123.0,-1,AFC,2010-05-26,5,2010,26
145,New Caledonia,NCL,126.0,126.0,-1,OFC,2010-05-26,5,2010,26
144,Burundi,BDI,127.0,127.0,-1,CAF,2010-05-26,5,2010,26
143,Chad,CHA,128.0,128.0,-1,CAF,2010-05-26,5,2010,26
142,Maldives,MDV,129.0,129.0,-1,AFC,2010-05-26,5,2010,26
141,Equatorial Guinea,EQG,142.0,142.0,0,CAF,2010-05-26,5,2010,26
170,Solomon Islands,SOL,60.0,60.0,1,OFC,2010-05-26,5,2010,26
140,Hong Kong,HKG,150.0,150.0,1,AFC,2010-05-26,5,2010,26
171,Comoros,COM,43.0,43.0,-1,CAF,2010-05-26,5,2010,26
173,Somalia,SOM,39.0,39.0,-1,CAF,2010-05-26,5,2010,26
70,Morocco,MAR,463.0,469.0,0,CAF,2010-05-26,5,2010,26
201,Andorra,AND,2.0,2.0,0,UEFA,2010-05-26,5,2010,26
200,Timor-Leste,TLS,4.0,4.0,0,AFC,2010-05-26,5,2010,26
199,US Virgin Islands,VIR,5.0,5.0,0,CONCACAF,2010-05-26,5,2010,26
198,Aruba,ARU,11.0,11.0,1,CONCACAF,2010-05-26,5,2010,26
197,Macau,MAC,14.0,15.0,1,AFC,2010-05-26,5,2010,26
196,Bhutan,BHU,15.0,11.0,-1,AFC,2010-05-26,5,2010,26
195,Guam,GUM,17.0,17.0,2,AFC,2010-05-26,5,2010,26
194,British Virgin Islands,VGB,18.0,18.0,2,CONCACAF,2010-05-26,5,2010,26
191,Tahiti,TAH,19.0,19.0,2,OFC,2010-05-26,5,2010,26
191,Guinea-Bissau,GNB,19.0,19.0,2,CAF,2010-05-26,5,2010,26
191,St. Lucia,LCA,19.0,19.0,2,CONCACAF,2010-05-26,5,2010,26
189,Afghanistan,AFG,21.0,17.0,-4,AFC,2010-05-26,5,2010,26
189,Brunei Darussalam,BRU,21.0,17.0,-4,AFC,2010-05-26,5,2010,26
188,Djibouti,DJI,23.0,23.0,0,CAF,2010-05-26,5,2010,26
187,Dominican Republic,DOM,26.0,26.0,0,CONCACAF,2010-05-26,5,2010,26
186,Tonga,TGA,28.0,28.0,0,OFC,2010-05-26,5,2010,26
185,Cambodia,CAM,30.0,54.0,14,AFC,2010-05-26,5,2010,26
184,Turks and Caicos Islands,TCA,32.0,32.0,-1,CONCACAF,2010-05-26,5,2010,26
183,Dominica,DMA,33.0,33.0,-1,CONCACAF,2010-05-26,5,2010,26
181,Cook Islands,COK,34.0,34.0,0,OFC,2010-05-26,5,2010,26
181,Bahamas,BAH,34.0,34.0,0,CONCACAF,2010-05-26,5,2010,26
179,Belize,BLZ,36.0,34.0,-2,CONCACAF,2010-05-26,5,2010,26
179,Mongolia,MNG,36.0,36.0,-1,AFC,2010-05-26,5,2010,26
178,Seychelles,SEY,37.0,39.0,4,CAF,2010-05-26,5,2010,26
177,Samoa,SAM,38.0,38.0,-2,OFC,2010-05-26,5,2010,26
173,Palestine,PLE,39.0,39.0,-1,AFC,2010-05-26,5,2010,26
173,Cayman Islands,CAY,39.0,39.0,-1,CONCACAF,2010-05-26,5,2010,26
173,Laos,LAO,39.0,39.0,-1,AFC,2010-05-26,5,2010,26
172,Mauritius,MRI,40.0,40.0,-1,CAF,2010-05-26,5,2010,26
139,Turkmenistan,TKM,151.0,153.0,2,AFC,2010-05-26,5,2010,26
155,Nicaragua,NCA,101.0,101.0,0,CONCACAF,2010-05-26,5,2010,26
137,Suriname,SUR,153.0,147.0,-3,CONCACAF,2010-05-26,5,2010,26
103,Congo,CGO,308.0,308.0,2,CAF,2010-05-26,5,2010,26
102,Libya,LBY,309.0,305.0,0,CAF,2010-05-26,5,2010,26
101,United Arab Emirates,UAE,310.0,310.0,1,AFC,2010-05-26,5,2010,26
100,Armenia,ARM,311.0,311.0,1,UEFA,2010-05-26,5,2010,26
99,Estonia,EST,320.0,296.0,-5,UEFA,2010-05-26,5,2010,26
98,Syria,SYR,343.0,342.0,0,AFC,2010-05-26,5,2010,26
97,Kuwait,KUW,350.0,348.0,1,AFC,2010-05-26,5,2010,26
96,Qatar,QAT,351.0,351.0,1,AFC,2010-05-26,5,2010,26
95,Trinidad and Tobago,TRI,353.0,367.0,4,CONCACAF,2010-05-26,5,2010,26
94,Uzbekistan,UZB,354.0,354.0,0,AFC,2010-05-26,5,2010,26
93,Gambia,GAM,361.0,361.0,0,CAF,2010-05-26,5,2010,26
91,Haiti,HAI,362.0,381.0,4,CONCACAF,2010-05-26,5,2010,26
91,Oman,OMA,362.0,346.0,-6,AFC,2010-05-26,5,2010,26
90,Iceland,ISL,367.0,367.0,-1,UEFA,2010-05-26,5,2010,26
89,Moldova,MDA,378.0,392.0,5,UEFA,2010-05-26,5,2010,26
137,Indonesia,IDN,153.0,153.0,0,AFC,2010-05-26,5,2010,26
87,Guinea,GUI,381.0,381.0,0,CAF,2010-05-26,5,2010,26
86,Malawi,MWI,382.0,394.0,4,CAF,2010-05-26,5,2010,26
85,Mozambique,MOZ,383.0,378.0,-4,CAF,2010-05-26,5,2010,26
84,China PR,CHN,387.0,390.0,-1,AFC,2010-05-26,5,2010,26
83,South Africa,RSA,392.0,369.0,-7,CAF,2010-05-26,5,2010,26
82,Belarus,BLR,397.0,397.0,1,UEFA,2010-05-26,5,2010,26
81,Jamaica,JAM,399.0,412.0,2,CONCACAF,2010-05-26,5,2010,26
80,Iraq,IRQ,405.0,394.0,-2,AFC,2010-05-26,5,2010,26
79,Albania,ALB,406.0,406.0,-1,UEFA,2010-05-26,5,2010,26
78,New Zealand,NZL,410.0,413.0,0,OFC,2010-05-26,5,2010,26
76,Togo,TOG,418.0,438.0,3,CAF,2010-05-26,5,2010,26
75,Senegal,SEN,422.0,414.0,-2,CAF,2010-05-26,5,2010,26
74,Panama,PAN,434.0,421.0,-2,CONCACAF,2010-05-26,5,2010,26
104,Jordan,JOR,300.0,301.0,1,AFC,2010-05-26,5,2010,26
105,Korea DPR,PRK,285.0,292.0,-1,AFC,2010-05-26,5,2010,26
88,Angola,ANG,379.0,390.0,3,CAF,2010-05-26,5,2010,26
107,Rwanda,RWA,269.0,269.0,0,CAF,2010-05-26,5,2010,26
135,Tajikistan,TJK,155.0,157.0,0,AFC,2010-05-26,5,2010,26
106,Thailand,THA,276.0,294.0,1,AFC,2010-05-26,5,2010,26
135,Barbados,BRB,155.0,157.0,0,CONCACAF,2010-05-26,5,2010,26
134,Bermuda,BER,160.0,160.0,0,CONCACAF,2010-05-26,5,2010,26
133,India,IND,163.0,164.0,1,AFC,2010-05-26,5,2010,26
132,Fiji,FIJ,167.0,167.0,2,OFC,2010-05-26,5,2010,26
131,Swaziland,SWZ,171.0,165.0,0,CAF,2010-05-26,5,2010,26
130,Sierra Leone,SLE,181.0,162.0,-3,CAF,2010-05-26,5,2010,26
129,Kazakhstan,KAZ,183.0,180.0,0,UEFA,2010-05-26,5,2010,26
127,Singapore,SGP,193.0,193.0,0,AFC,2010-05-26,5,2010,26
127,Luxembourg,LUX,193.0,193.0,0,UEFA,2010-05-26,5,2010,26
126,Cuba,CUB,194.0,196.0,1,CONCACAF,2010-05-26,5,2010,26
125,Faroe Islands,FRO,196.0,196.0,0,UEFA,2010-05-26,5,2010,26
124,Grenada,GRN,198.0,198.0,0,CONCACAF,2010-05-26,5,2010,26
123,Ethiopia,ETH,200.0,204.0,0,CAF,2010-05-26,5,2010,26
71,Zambia,ZAM,456.0,452.0,0,CAF,2010-05-26,5,2010,26
121,Congo DR,COD,215.0,253.0,10,CAF,2010-05-26,5,2010,26
122,Guyana,GUY,205.0,205.0,0,CONCACAF,2010-05-26,5,2010,26
109,Azerbaijan,AZE,259.0,257.0,-1,UEFA,2010-05-26,5,2010,26
108,Tanzania,TAN,261.0,259.0,0,CAF,2010-05-26,5,2010,26
110,Zimbabwe,ZIM,258.0,248.0,-3,CAF,2010-05-26,5,2010,26
112,Yemen,YEM,248.0,258.0,3,AFC,2010-05-26,5,2010,26
113,Kenya,KEN,243.0,243.0,-1,CAF,2010-05-26,5,2010,26
111,Namibia,NAM,251.0,251.0,-1,CAF,2010-05-26,5,2010,26
114,Guatemala,GUA,241.0,241.0,-1,CONCACAF,2010-05-26,5,2010,26
116,Botswana,BOT,236.0,237.0,0,CAF,2010-05-26,5,2010,26
117,Vietnam,VIE,231.0,231.0,-1,AFC,2010-05-26,5,2010,26
118,Sudan,SDN,219.0,211.0,-3,CAF,2010-05-26,5,2010,26
119,Antigua and Barbuda,ATG,218.0,217.0,0,CONCACAF,2010-05-26,5,2010,26
120,Georgia,GEO,217.0,217.0,1,UEFA,2010-05-26,5,2010,26
114,Cape Verde Islands,CPV,241.0,236.0,-3,CAF,2010-05-26,5,2010,26
205,Cook Islands,COK,5.0,5.0,0,OFC,2014-05-08,5,2014,8
73,Bulgaria,BUL,460.0,460.0,0,UEFA,2014-05-08,5,2014,8
72,Poland,POL,479.0,479.0,0,UEFA,2014-05-08,5,2014,8
71,Sierra Leone,SLE,484.0,484.0,0,CAF,2014-05-08,5,2014,8
70,Albania,ALB,486.0,486.0,0,UEFA,2014-05-08,5,2014,8
69,El Salvador,SLV,488.0,488.0,0,CONCACAF,2014-05-08,5,2014,8
68,Bolivia,BOL,497.0,497.0,0,CONMEBOL,2014-05-08,5,2014,8
67,United Arab Emirates,UAE,499.0,499.0,0,AFC,2014-05-08,5,2014,8
66,Republic of Ireland,IRL,504.0,504.0,1,UEFA,2014-05-08,5,2014,8
65,South Africa,RSA,507.0,500.0,-1,CAF,2014-05-08,5,2014,8
64,Jordan,JOR,510.0,510.0,0,AFC,2014-05-08,5,2014,8
63,Senegal,SEN,511.0,511.0,0,CAF,2014-05-08,5,2014,8
62,Libya,LBY,522.0,522.0,0,CAF,2014-05-08,5,2014,8
61,Burkina Faso,BFA,528.0,528.0,0,CAF,2014-05-08,5,2014,8
59,Australia,AUS,545.0,545.0,0,AFC,2014-05-08,5,2014,8
59,Mali,MLI,545.0,545.0,0,CAF,2014-05-08,5,2014,8
58,Iceland,ISL,546.0,546.0,0,UEFA,2014-05-08,5,2014,8
55,Paraguay,PAR,551.0,555.0,1,CONMEBOL,2014-05-08,5,2014,8
55,Norway,NOR,551.0,551.0,-1,UEFA,2014-05-08,5,2014,8
55,Korea Republic,KOR,551.0,551.0,-1,AFC,2014-05-08,5,2014,8
54,Montenegro,MNE,555.0,555.0,0,UEFA,2014-05-08,5,2014,8
53,Uzbekistan,UZB,577.0,577.0,0,AFC,2014-05-08,5,2014,8
74,Trinidad and Tobago,TRI,457.0,454.0,-2,CONCACAF,2014-05-08,5,2014,8
75,Saudi Arabia,KSA,455.0,455.0,0,AFC,2014-05-08,5,2014,8
76,Morocco,MAR,454.0,454.0,0,CAF,2014-05-08,5,2014,8
77,Haiti,HAI,452.0,446.0,-2,CONCACAF,2014-05-08,5,2014,8
99,Moldova,MDA,325.0,325.0,0,UEFA,2014-05-08,5,2014,8
98,Zimbabwe,ZIM,327.0,329.0,0,CAF,2014-05-08,5,2014,8
97,Benin,BEN,332.0,332.0,0,CAF,2014-05-08,5,2014,8
96,China PR,CHN,333.0,333.0,0,AFC,2014-05-08,5,2014,8
95,Qatar,QAT,338.0,336.0,0,AFC,2014-05-08,5,2014,8
94,Angola,ANG,347.0,347.0,0,CAF,2014-05-08,5,2014,8
93,Estonia,EST,366.0,366.0,0,UEFA,2014-05-08,5,2014,8
92,Congo,CGO,367.0,367.0,0,CAF,2014-05-08,5,2014,8
91,Botswana,BOT,369.0,369.0,0,CAF,2014-05-08,5,2014,8
90,Cuba,CUB,371.0,371.0,0,CONCACAF,2014-05-08,5,2014,8
52,Finland,FIN,578.0,578.0,0,UEFA,2014-05-08,5,2014,8
89,Togo,TOG,374.0,374.0,0,CAF,2014-05-08,5,2014,8
87,Gabon,GAB,386.0,386.0,0,CAF,2014-05-08,5,2014,8
86,Uganda,UGA,395.0,395.0,0,CAF,2014-05-08,5,2014,8
85,Azerbaijan,AZE,398.0,398.0,0,UEFA,2014-05-08,5,2014,8
84,Northern Ireland,NIR,400.0,400.0,0,UEFA,2014-05-08,5,2014,8
83,Belarus,BLR,404.0,404.0,0,UEFA,2014-05-08,5,2014,8
82,Oman,OMA,418.0,418.0,1,AFC,2014-05-08,5,2014,8
81,Jamaica,JAM,420.0,414.0,-1,CONCACAF,2014-05-08,5,2014,8
80,FYR Macedonia,MKD,443.0,443.0,0,UEFA,2014-05-08,5,2014,8
79,Zambia,ZAM,448.0,456.0,5,CAF,2014-05-08,5,2014,8
78,Israel,ISR,450.0,450.0,0,UEFA,2014-05-08,5,2014,8
88,Congo DR,COD,380.0,380.0,0,CAF,2014-05-08,5,2014,8
100,Iraq,IRQ,321.0,324.0,0,AFC,2014-05-08,5,2014,8
51,Guinea,GUI,580.0,580.0,0,CAF,2014-05-08,5,2014,8
49,Tunisia,TUN,597.0,597.0,0,CAF,2014-05-08,5,2014,8
22,Scotland,SCO,825.0,825.0,0,UEFA,2014-05-08,5,2014,8
21,Côte d'Ivoire,CIV,830.0,830.0,0,CAF,2014-05-08,5,2014,8
20,Croatia,CRO,871.0,871.0,0,UEFA,2014-05-08,5,2014,8
19,Mexico,MEX,877.0,876.0,0,CONCACAF,2014-05-08,5,2014,8
18,Russia,RUS,903.0,903.0,0,UEFA,2014-05-08,5,2014,8
17,Ukraine,UKR,913.0,913.0,0,UEFA,2014-05-08,5,2014,8
16,France,FRA,935.0,935.0,0,UEFA,2014-05-08,5,2014,8
15,Netherlands,NED,967.0,967.0,0,UEFA,2014-05-08,5,2014,8
14,USA,USA,1015.0,1015.0,1,CONCACAF,2014-05-08,5,2014,8
13,Chile,CHI,1037.0,1011.0,-1,CONMEBOL,2014-05-08,5,2014,8
23,Denmark,DEN,819.0,819.0,0,UEFA,2014-05-08,5,2014,8
12,Belgium,BEL,1039.0,1039.0,0,UEFA,2014-05-08,5,2014,8
10,Greece,GRE,1082.0,1082.0,0,UEFA,2014-05-08,5,2014,8
9,Italy,ITA,1115.0,1115.0,0,UEFA,2014-05-08,5,2014,8
8,Switzerland,SUI,1161.0,1161.0,0,UEFA,2014-05-08,5,2014,8
7,Argentina,ARG,1178.0,1174.0,1,CONMEBOL,2014-05-08,5,2014,8
6,Uruguay,URU,1181.0,1181.0,1,CONMEBOL,2014-05-08,5,2014,8
5,Colombia,COL,1186.0,1186.0,1,CONMEBOL,2014-05-08,5,2014,8
4,Brazil,BRA,1210.0,1174.0,-2,CONMEBOL,2014-05-08,5,2014,8
3,Portugal,POR,1245.0,1245.0,0,UEFA,2014-05-08,5,2014,8
2,Germany,GER,1340.0,1340.0,0,UEFA,2014-05-08,5,2014,8
1,Spain,ESP,1460.0,1460.0,0,UEFA,2014-05-08,5,2014,8
11,England,ENG,1043.0,1043.0,0,UEFA,2014-05-08,5,2014,8
50,Cameroon,CMR,583.0,583.0,0,CAF,2014-05-08,5,2014,8
24,Egypt,EGY,798.0,798.0,0,CAF,2014-05-08,5,2014,8
25,Sweden,SWE,795.0,795.0,0,UEFA,2014-05-08,5,2014,8
47,Wales,WAL,613.0,613.0,0,UEFA,2014-05-08,5,2014,8
47,Japan,JPN,613.0,613.0,0,AFC,2014-05-08,5,2014,8
46,Slovakia,SVK,616.0,616.0,0,UEFA,2014-05-08,5,2014,8
45,Hungary,HUN,623.0,623.0,1,UEFA,2014-05-08,5,2014,8
44,Nigeria,NGA,631.0,620.0,-1,CAF,2014-05-08,5,2014,8
42,Cape Verde Islands,CPV,665.0,665.0,0,CAF,2014-05-08,5,2014,8
42,Peru,PER,665.0,653.0,-1,CONMEBOL,2014-05-08,5,2014,8
41,Venezuela,VEN,666.0,670.0,0,CONMEBOL,2014-05-08,5,2014,8
40,Austria,AUT,673.0,673.0,0,UEFA,2014-05-08,5,2014,8
39,Turkey,TUR,711.0,711.0,0,UEFA,2014-05-08,5,2014,8
25,Bosnia and Herzegovina,BIH,795.0,795.0,0,UEFA,2014-05-08,5,2014,8
38,Ghana,GHA,713.0,713.0,0,CAF,2014-05-08,5,2014,8
36,Czech Republic,CZE,731.0,731.0,0,UEFA,2014-05-08,5,2014,8
35,Panama,PAN,739.0,739.0,0,CONCACAF,2014-05-08,5,2014,8
34,Costa Rica,CRC,748.0,744.0,0,CONCACAF,2014-05-08,5,2014,8
33,Armenia,ARM,750.0,750.0,0,UEFA,2014-05-08,5,2014,8
32,Romania,ROU,756.0,756.0,1,UEFA,2014-05-08,5,2014,8
30,Honduras,HON,759.0,754.0,-2,CONCACAF,2014-05-08,5,2014,8
30,Serbia,SRB,759.0,759.0,0,UEFA,2014-05-08,5,2014,8
29,Slovenia,SVN,787.0,787.0,0,UEFA,2014-05-08,5,2014,8
28,Ecuador,ECU,794.0,790.0,0,CONMEBOL,2014-05-08,5,2014,8
25,Algeria,ALG,795.0,795.0,0,CAF,2014-05-08,5,2014,8
37,IR Iran,IRN,715.0,715.0,0,AFC,2014-05-08,5,2014,8
101,Ethiopia,ETH,319.0,319.0,0,CAF,2014-05-08,5,2014,8
102,Niger,NIG,315.0,315.0,0,CAF,2014-05-08,5,2014,8
103,Georgia,GEO,303.0,303.0,0,UEFA,2014-05-08,5,2014,8
178,Swaziland,SWZ,64.0,64.0,-1,CAF,2014-05-08,5,2014,8
177,Curacao,CUW,65.0,65.0,-1,CONCACAF,2014-05-08,5,2014,8
176,Seychelles,SEY,66.0,66.0,-1,CAF,2014-05-08,5,2014,8
173,Myanmar,MYA,73.0,73.0,-1,AFC,2014-05-08,5,2014,8
173,Laos,LAO,73.0,73.0,-1,AFC,2014-05-08,5,2014,8
173,Sri Lanka,SRI,73.0,74.0,0,AFC,2014-05-08,5,2014,8
172,Solomon Islands,SOL,75.0,75.0,0,OFC,2014-05-08,5,2014,8
171,Guam,GUM,77.0,77.0,0,AFC,2014-05-08,5,2014,8
170,Chinese Taipei,TPE,78.0,78.0,0,AFC,2014-05-08,5,2014,8
169,Bermuda,BER,83.0,83.0,1,CONCACAF,2014-05-08,5,2014,8
179,Yemen,YEM,63.0,60.0,-1,AFC,2014-05-08,5,2014,8
168,Nicaragua,NCA,84.0,84.0,1,CONCACAF,2014-05-08,5,2014,8
165,Palestine,PLE,88.0,91.0,1,AFC,2014-05-08,5,2014,8
165,Chad,CHA,88.0,80.0,-4,CAF,2014-05-08,5,2014,8
164,Faroe Islands,FRO,91.0,91.0,0,UEFA,2014-05-08,5,2014,8
163,Dominica,DMA,93.0,103.0,3,CONCACAF,2014-05-08,5,2014,8
162,Bangladesh,BAN,98.0,98.0,-1,AFC,2014-05-08,5,2014,8
161,Barbados,BRB,101.0,101.0,-1,CONCACAF,2014-05-08,5,2014,8
159,Nepal,NEP,102.0,107.0,0,AFC,2014-05-08,5,2014,8
159,Pakistan,PAK,102.0,102.0,-2,AFC,2014-05-08,5,2014,8
158,Hong Kong,HKG,111.0,111.0,0,AFC,2014-05-08,5,2014,8
157,Tahiti,TAH,116.0,116.0,0,OFC,2014-05-08,5,2014,8
167,Sao Tome e Principe,STP,86.0,86.0,1,CAF,2014-05-08,5,2014,8
156,Turkmenistan,TKM,119.0,119.0,0,AFC,2014-05-08,5,2014,8
180,Mauritius,MRI,55.0,67.0,4,CAF,2014-05-08,5,2014,8
182,Fiji,FIJ,47.0,47.0,0,OFC,2014-05-08,5,2014,8
204,Djibouti,DJI,6.0,6.0,0,CAF,2014-05-08,5,2014,8
202,Macau,MAC,8.0,8.0,0,AFC,2014-05-08,5,2014,8
202,Somalia,SOM,8.0,8.0,0,CAF,2014-05-08,5,2014,8
201,South Sudan,SSD,10.0,10.0,0,CAF,2014-05-08,5,2014,8
200,Eritrea,ERI,11.0,11.0,0,CAF,2014-05-08,5,2014,8
199,Andorra,AND,16.0,16.0,0,UEFA,2014-05-08,5,2014,8
197,American Samoa,ASA,18.0,18.0,0,OFC,2014-05-08,5,2014,8
197,British Virgin Islands,VGB,18.0,18.0,0,CONCACAF,2014-05-08,5,2014,8
195,Papua New Guinea,PNG,21.0,21.0,0,OFC,2014-05-08,5,2014,8
195,Cayman Islands,CAY,21.0,21.0,0,CONCACAF,2014-05-08,5,2014,8
180,Vanuatu,VAN,55.0,55.0,-1,OFC,2014-05-08,5,2014,8
194,US Virgin Islands,VIR,23.0,23.0,0,CONCACAF,2014-05-08,5,2014,8
191,Timor-Leste,TLS,26.0,26.0,0,AFC,2014-05-08,5,2014,8
191,Brunei Darussalam,BRU,26.0,26.0,0,AFC,2014-05-08,5,2014,8
190,Cambodia,CAM,28.0,28.0,0,AFC,2014-05-08,5,2014,8
189,Madagascar,MAD,32.0,32.0,0,CAF,2014-05-08,5,2014,8
188,Montserrat,MSR,33.0,33.0,0,CONCACAF,2014-05-08,5,2014,8
187,Mongolia,MNG,35.0,35.0,0,AFC,2014-05-08,5,2014,8
186,Bahamas,BAH,40.0,40.0,0,CONCACAF,2014-05-08,5,2014,8
184,Guinea-Bissau,GNB,43.0,43.0,0,CAF,2014-05-08,5,2014,8
184,Comoros,COM,43.0,43.0,0,CAF,2014-05-08,5,2014,8
183,Samoa,SAM,45.0,45.0,0,OFC,2014-05-08,5,2014,8
191,Tonga,TGA,26.0,26.0,0,OFC,2014-05-08,5,2014,8
206,Anguilla,AIA,3.0,3.0,0,CONCACAF,2014-05-08,5,2014,8
155,Aruba,ARU,122.0,122.0,0,CONCACAF,2014-05-08,5,2014,8
153,Maldives,MDV,124.0,124.0,0,AFC,2014-05-08,5,2014,8
126,Dominican Republic,DOM,212.0,212.0,0,CONCACAF,2014-05-08,5,2014,8
125,Burundi,BDI,215.0,215.0,0,CAF,2014-05-08,5,2014,8
