rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date,rank_month,rank_year,rank_day
124,Guatemala,GUA,223.0,224.0,0,CONCACAF,2014-05-08,5,2014,8
122,Tanzania,TAN,227.0,226.0,0,CAF,2014-05-08,5,2014,8
122,Malawi,MWI,227.0,227.0,1,CAF,2014-05-08,5,2014,8
121,Tajikistan,TJK,229.0,188.0,-12,AFC,2014-05-08,5,2014,8
120,Namibia,NAM,233.0,233.0,0,CAF,2014-05-08,5,2014,8
119,Liberia,LBR,234.0,234.0,0,CAF,2014-05-08,5,2014,8
118,Kazakhstan,KAZ,235.0,235.0,0,UEFA,2014-05-08,5,2014,8
117,Sudan,SDN,241.0,241.0,0,CAF,2014-05-08,5,2014,8
126,St. Vincent / Grenadines,VIN,212.0,181.0,-9,CONCACAF,2014-05-08,5,2014,8
116,Vietnam,VIE,242.0,242.0,0,AFC,2014-05-08,5,2014,8
114,Mozambique,MOZ,251.0,252.0,0,CAF,2014-05-08,5,2014,8
113,Equatorial Guinea,EQG,261.0,261.0,0,CAF,2014-05-08,5,2014,8
112,Luxembourg,LUX,266.0,266.0,0,UEFA,2014-05-08,5,2014,8
111,New Zealand,NZL,271.0,271.0,0,OFC,2014-05-08,5,2014,8
110,Canada,CAN,272.0,272.0,0,CONCACAF,2014-05-08,5,2014,8
109,Latvia,LVA,273.0,273.0,0,UEFA,2014-05-08,5,2014,8
108,Kuwait,KUW,283.0,283.0,0,AFC,2014-05-08,5,2014,8
106,Central African Republic,CTA,284.0,284.0,0,CAF,2014-05-08,5,2014,8
106,Kenya,KEN,284.0,284.0,0,CAF,2014-05-08,5,2014,8
104,Lithuania,LTU,293.0,293.0,0,UEFA,2014-05-08,5,2014,8
114,Lebanon,LIB,251.0,251.0,-1,AFC,2014-05-08,5,2014,8
153,St. Kitts and Nevis,SKN,124.0,124.0,0,CONCACAF,2014-05-08,5,2014,8
128,Malta,MLT,204.0,204.0,1,UEFA,2014-05-08,5,2014,8
130,Cyprus,CYP,201.0,201.0,2,UEFA,2014-05-08,5,2014,8
152,Indonesia,IDN,135.0,135.0,1,AFC,2014-05-08,5,2014,8
151,Guyana,GUY,137.0,137.0,1,CONCACAF,2014-05-08,5,2014,8
150,Liechtenstein,LIE,139.0,139.0,1,UEFA,2014-05-08,5,2014,8
149,Puerto Rico,PUR,143.0,143.0,2,CONCACAF,2014-05-08,5,2014,8
147,India,IND,144.0,144.0,2,AFC,2014-05-08,5,2014,8
147,Singapore,SGP,144.0,144.0,2,AFC,2014-05-08,5,2014,8
146,Kyrgyz Republic,KGZ,148.0,143.0,-1,AFC,2014-05-08,5,2014,8
145,Malaysia,MAS,149.0,153.0,3,AFC,2014-05-08,5,2014,8
144,Belize,BLZ,152.0,152.0,1,CONCACAF,2014-05-08,5,2014,8
143,Thailand,THA,156.0,156.0,3,AFC,2014-05-08,5,2014,8
128,Afghanistan,AFG,204.0,226.0,6,AFC,2014-05-08,5,2014,8
142,Antigua and Barbuda,ATG,158.0,158.0,3,CONCACAF,2014-05-08,5,2014,8
140,Philippines,PHI,161.0,152.0,-3,AFC,2014-05-08,5,2014,8
139,Mauritania,MTN,165.0,127.0,-13,CAF,2014-05-08,5,2014,8
138,New Caledonia,NCL,174.0,174.0,2,OFC,2014-05-08,5,2014,8
137,Korea DPR,PRK,175.0,172.0,0,AFC,2014-05-08,5,2014,8
136,Grenada,GRN,188.0,184.0,2,CONCACAF,2014-05-08,5,2014,8
134,Syria,SYR,190.0,190.0,3,AFC,2014-05-08,5,2014,8
134,Gambia,GAM,190.0,190.0,3,CAF,2014-05-08,5,2014,8
133,St. Lucia,LCA,191.0,155.0,-8,CONCACAF,2014-05-08,5,2014,8
131,Rwanda,RWA,197.0,197.0,2,CAF,2014-05-08,5,2014,8
131,Suriname,SUR,197.0,197.0,2,CONCACAF,2014-05-08,5,2014,8
141,Lesotho,LES,159.0,159.0,3,CAF,2014-05-08,5,2014,8
105,Bahrain,BHR,289.0,289.0,0,AFC,2014-05-08,5,2014,8
106,Lithuania,LTU,319.0,293.0,2,UEFA,2014-06-05,6,2014,5
2,Germany,GER,1300.0,1340.0,0,UEFA,2014-06-05,6,2014,5
134,Guinea-Bissau,GNB,201.0,43.0,-50,CAF,2014-06-05,6,2014,5
134,Chad,CHA,201.0,88.0,-31,CAF,2014-06-05,6,2014,5
136,Suriname,SUR,197.0,197.0,5,CONCACAF,2014-06-05,6,2014,5
137,Mauritania,MTN,196.0,165.0,-2,CAF,2014-06-05,6,2014,5
137,St. Lucia,LCA,196.0,191.0,4,CONCACAF,2014-06-05,6,2014,5
139,Lesotho,LES,194.0,159.0,-2,CAF,2014-06-05,6,2014,5
140,New Caledonia,NCL,190.0,174.0,2,OFC,2014-06-05,6,2014,5
140,Syria,SYR,190.0,190.0,6,AFC,2014-06-05,6,2014,5
142,Cyprus,CYP,189.0,201.0,12,UEFA,2014-06-05,6,2014,5
143,Turkmenistan,TKM,183.0,119.0,-13,AFC,2014-06-05,6,2014,5
144,Grenada,GRN,182.0,188.0,8,CONCACAF,2014-06-05,6,2014,5
144,Madagascar,MAD,182.0,32.0,-45,CAF,2014-06-05,6,2014,5
146,Korea DPR,PRK,175.0,175.0,9,AFC,2014-06-05,6,2014,5
147,Maldives,MDV,171.0,124.0,-6,AFC,2014-06-05,6,2014,5
148,Gambia,GAM,166.0,190.0,14,CAF,2014-06-05,6,2014,5
149,Kyrgyz Republic,KGZ,163.0,148.0,3,AFC,2014-06-05,6,2014,5
149,Thailand,THA,163.0,156.0,6,AFC,2014-06-05,6,2014,5
151,Antigua and Barbuda,ATG,158.0,158.0,9,CONCACAF,2014-06-05,6,2014,5
152,Belize,BLZ,152.0,152.0,8,CONCACAF,2014-06-05,6,2014,5
153,Malaysia,MAS,149.0,149.0,8,AFC,2014-06-05,6,2014,5
154,India,IND,144.0,144.0,7,AFC,2014-06-05,6,2014,5
133,St. Vincent / Grenadines,VIN,203.0,212.0,7,CONCACAF,2014-06-05,6,2014,5
132,Malta,MLT,204.0,204.0,4,UEFA,2014-06-05,6,2014,5
131,Dominican Republic,DOM,212.0,212.0,5,CONCACAF,2014-06-05,6,2014,5
130,Afghanistan,AFG,215.0,204.0,2,AFC,2014-06-05,6,2014,5
108,Kenya,KEN,296.0,284.0,2,CAF,2014-06-05,6,2014,5
109,Latvia,LVA,293.0,273.0,0,UEFA,2014-06-05,6,2014,5
110,Bahrain,BHR,289.0,289.0,5,AFC,2014-06-05,6,2014,5
110,Canada,CAN,289.0,272.0,0,CONCACAF,2014-06-05,6,2014,5
112,Niger,NIG,284.0,315.0,10,CAF,2014-06-05,6,2014,5
113,Tanzania,TAN,283.0,227.0,-9,CAF,2014-06-05,6,2014,5
114,Namibia,NAM,277.0,233.0,-6,CAF,2014-06-05,6,2014,5
115,Kuwait,KUW,276.0,283.0,7,AFC,2014-06-05,6,2014,5
116,Liberia,LBR,271.0,234.0,-3,CAF,2014-06-05,6,2014,5
116,Rwanda,RWA,271.0,197.0,-15,CAF,2014-06-05,6,2014,5
155,Singapore,SGP,141.0,144.0,8,AFC,2014-06-05,6,2014,5
118,Mozambique,MOZ,269.0,251.0,4,CAF,2014-06-05,6,2014,5
120,Sudan,SDN,254.0,241.0,3,CAF,2014-06-05,6,2014,5
120,Aruba,ARU,254.0,122.0,-35,CONCACAF,2014-06-05,6,2014,5
122,Malawi,MWI,247.0,227.0,0,CAF,2014-06-05,6,2014,5
123,Vietnam,VIE,242.0,242.0,7,AFC,2014-06-05,6,2014,5
124,Kazakhstan,KAZ,241.0,235.0,6,UEFA,2014-06-05,6,2014,5
125,Lebanon,LIB,233.0,251.0,11,AFC,2014-06-05,6,2014,5
126,Tajikistan,TJK,229.0,229.0,5,AFC,2014-06-05,6,2014,5
127,Guatemala,GUA,226.0,223.0,3,CONCACAF,2014-06-05,6,2014,5
128,Burundi,BDI,221.0,215.0,3,CAF,2014-06-05,6,2014,5
129,Philippines,PHI,217.0,161.0,-11,AFC,2014-06-05,6,2014,5
119,Luxembourg,LUX,267.0,266.0,7,UEFA,2014-06-05,6,2014,5
156,Guyana,GUY,137.0,137.0,5,CONCACAF,2014-06-05,6,2014,5
157,Indonesia,IDN,135.0,135.0,5,AFC,2014-06-05,6,2014,5
158,Puerto Rico,PUR,134.0,143.0,9,CONCACAF,2014-06-05,6,2014,5
185,South Sudan,SSD,47.0,10.0,-16,CAF,2014-06-05,6,2014,5
186,Bahamas,BAH,40.0,40.0,0,CONCACAF,2014-06-05,6,2014,5
187,Mongolia,MNG,35.0,35.0,0,AFC,2014-06-05,6,2014,5
188,Fiji,FIJ,34.0,47.0,6,OFC,2014-06-05,6,2014,5
189,Samoa,SAM,32.0,45.0,6,OFC,2014-06-05,6,2014,5
190,Cambodia,CAM,28.0,28.0,0,AFC,2014-06-05,6,2014,5
190,Vanuatu,VAN,28.0,55.0,10,OFC,2014-06-05,6,2014,5
192,Brunei Darussalam,BRU,26.0,26.0,1,AFC,2014-06-05,6,2014,5
192,Timor-Leste,TLS,26.0,26.0,1,AFC,2014-06-05,6,2014,5
192,Tonga,TGA,26.0,26.0,1,OFC,2014-06-05,6,2014,5
184,Mauritius,MRI,57.0,55.0,4,CAF,2014-06-05,6,2014,5
195,US Virgin Islands,VIR,23.0,23.0,1,CONCACAF,2014-06-05,6,2014,5
196,Papua New Guinea,PNG,21.0,21.0,1,OFC,2014-06-05,6,2014,5
198,British Virgin Islands,VGB,18.0,18.0,1,CONCACAF,2014-06-05,6,2014,5
198,American Samoa,ASA,18.0,18.0,1,OFC,2014-06-05,6,2014,5
200,Andorra,AND,16.0,16.0,1,UEFA,2014-06-05,6,2014,5
201,Eritrea,ERI,11.0,11.0,1,CAF,2014-06-05,6,2014,5
202,Somalia,SOM,8.0,8.0,0,CAF,2014-06-05,6,2014,5
202,Macau,MAC,8.0,8.0,0,AFC,2014-06-05,6,2014,5
204,Djibouti,DJI,6.0,6.0,0,CAF,2014-06-05,6,2014,5
205,Cook Islands,COK,5.0,5.0,0,OFC,2014-06-05,6,2014,5
206,Anguilla,AIA,3.0,3.0,0,CONCACAF,2014-06-05,6,2014,5
196,Cayman Islands,CAY,21.0,21.0,1,CONCACAF,2014-06-05,6,2014,5
107,Ethiopia,ETH,317.0,319.0,6,CAF,2014-06-05,6,2014,5
183,Yemen,YEM,61.0,63.0,4,AFC,2014-06-05,6,2014,5
181,Seychelles,SEY,66.0,66.0,5,CAF,2014-06-05,6,2014,5
159,Myanmar,MYA,133.0,73.0,-14,AFC,2014-06-05,6,2014,5
160,St. Kitts and Nevis,SKN,124.0,124.0,7,CONCACAF,2014-06-05,6,2014,5
161,Tahiti,TAH,122.0,116.0,4,OFC,2014-06-05,6,2014,5
162,Liechtenstein,LIE,118.0,139.0,12,UEFA,2014-06-05,6,2014,5
163,Hong Kong,HKG,112.0,111.0,5,AFC,2014-06-05,6,2014,5
164,Pakistan,PAK,102.0,102.0,5,AFC,2014-06-05,6,2014,5
164,Nepal,NEP,102.0,102.0,5,AFC,2014-06-05,6,2014,5
166,Montserrat,MSR,99.0,33.0,-22,CONCACAF,2014-06-05,6,2014,5
167,Bangladesh,BAN,98.0,98.0,5,AFC,2014-06-05,6,2014,5
168,Laos,LAO,97.0,73.0,-5,AFC,2014-06-05,6,2014,5
182,Curacao,CUW,65.0,65.0,5,CONCACAF,2014-06-05,6,2014,5
169,Dominica,DMA,93.0,93.0,6,CONCACAF,2014-06-05,6,2014,5
171,Faroe Islands,FRO,89.0,91.0,7,UEFA,2014-06-05,6,2014,5
172,Sao Tome e Principe,STP,86.0,86.0,5,CAF,2014-06-05,6,2014,5
173,Swaziland,SWZ,85.0,64.0,-5,CAF,2014-06-05,6,2014,5
174,Comoros,COM,84.0,43.0,-10,CAF,2014-06-05,6,2014,5
175,Bermuda,BER,83.0,83.0,6,CONCACAF,2014-06-05,6,2014,5
176,Nicaragua,NCA,78.0,84.0,8,CONCACAF,2014-06-05,6,2014,5
176,Chinese Taipei,TPE,78.0,78.0,6,AFC,2014-06-05,6,2014,5
178,Guam,GUM,77.0,77.0,7,AFC,2014-06-05,6,2014,5
179,Sri Lanka,SRI,73.0,73.0,6,AFC,2014-06-05,6,2014,5
180,Solomon Islands,SOL,70.0,75.0,8,OFC,2014-06-05,6,2014,5
170,Barbados,BRB,92.0,101.0,9,CONCACAF,2014-06-05,6,2014,5
105,Central African Republic,CTA,321.0,284.0,-1,CAF,2014-06-05,6,2014,5
1,Spain,ESP,1485.0,1460.0,0,UEFA,2014-06-05,6,2014,5
3,Brazil,BRA,1242.0,1210.0,-1,CONMEBOL,2014-06-05,6,2014,5
30,Serbia,SRB,745.0,759.0,0,UEFA,2014-06-05,6,2014,5
31,Panama,PAN,743.0,739.0,-4,CONCACAF,2014-06-05,6,2014,5
32,Sweden,SWE,741.0,795.0,7,UEFA,2014-06-05,6,2014,5
33,Honduras,HON,731.0,759.0,3,CONCACAF,2014-06-05,6,2014,5
34,Czech Republic,CZE,724.0,731.0,-2,UEFA,2014-06-05,6,2014,5
35,Turkey,TUR,722.0,711.0,-4,UEFA,2014-06-05,6,2014,5
36,Egypt,EGY,715.0,798.0,12,CAF,2014-06-05,6,2014,5
37,Ghana,GHA,704.0,713.0,-1,CAF,2014-06-05,6,2014,5
38,Armenia,ARM,682.0,750.0,5,UEFA,2014-06-05,6,2014,5
39,Cape Verde Islands,CPV,674.0,665.0,-3,CAF,2014-06-05,6,2014,5
104,Iraq,IRQ,329.0,321.0,4,AFC,2014-06-05,6,2014,5
40,Venezuela,VEN,672.0,666.0,-1,CONMEBOL,2014-06-05,6,2014,5
42,Austria,AUT,643.0,673.0,2,UEFA,2014-06-05,6,2014,5
43,IR Iran,IRN,641.0,715.0,6,AFC,2014-06-05,6,2014,5
44,Nigeria,NGA,640.0,631.0,0,CAF,2014-06-05,6,2014,5
45,Peru,PER,627.0,665.0,3,CONMEBOL,2014-06-05,6,2014,5
46,Japan,JPN,626.0,613.0,-1,AFC,2014-06-05,6,2014,5
47,Hungary,HUN,624.0,623.0,2,UEFA,2014-06-05,6,2014,5
48,Tunisia,TUN,612.0,597.0,-1,CAF,2014-06-05,6,2014,5
49,Slovakia,SVK,591.0,616.0,3,UEFA,2014-06-05,6,2014,5
50,Paraguay,PAR,575.0,551.0,-5,CONMEBOL,2014-06-05,6,2014,5
51,Montenegro,MNE,574.0,555.0,-3,UEFA,2014-06-05,6,2014,5
41,Wales,WAL,644.0,613.0,-6,UEFA,2014-06-05,6,2014,5
52,Iceland,ISL,566.0,546.0,-6,UEFA,2014-06-05,6,2014,5
28,Costa Rica,CRC,762.0,748.0,-6,CONCACAF,2014-06-05,6,2014,5
26,Ecuador,ECU,791.0,794.0,-2,CONMEBOL,2014-06-05,6,2014,5
4,Portugal,POR,1189.0,1245.0,1,UEFA,2014-06-05,6,2014,5
5,Argentina,ARG,1175.0,1178.0,-2,CONMEBOL,2014-06-05,6,2014,5
6,Switzerland,SUI,1149.0,1161.0,-2,UEFA,2014-06-05,6,2014,5
7,Uruguay,URU,1147.0,1181.0,1,CONMEBOL,2014-06-05,6,2014,5
8,Colombia,COL,1137.0,1186.0,3,CONMEBOL,2014-06-05,6,2014,5
9,Italy,ITA,1104.0,1115.0,0,UEFA,2014-06-05,6,2014,5
10,England,ENG,1090.0,1043.0,-1,UEFA,2014-06-05,6,2014,5
11,Belgium,BEL,1074.0,1039.0,-1,UEFA,2014-06-05,6,2014,5
12,Greece,GRE,1064.0,1082.0,2,UEFA,2014-06-05,6,2014,5
13,USA,USA,1035.0,1015.0,-1,CONCACAF,2014-06-05,6,2014,5
27,Scotland,SCO,786.0,825.0,5,UEFA,2014-06-05,6,2014,5
14,Chile,CHI,1026.0,1037.0,1,CONMEBOL,2014-06-05,6,2014,5
16,Ukraine,UKR,915.0,913.0,-1,UEFA,2014-06-05,6,2014,5
17,France,FRA,913.0,935.0,1,UEFA,2014-06-05,6,2014,5
18,Croatia,CRO,903.0,871.0,-2,UEFA,2014-06-05,6,2014,5
19,Russia,RUS,893.0,903.0,1,UEFA,2014-06-05,6,2014,5
20,Mexico,MEX,882.0,877.0,1,CONCACAF,2014-06-05,6,2014,5
21,Bosnia and Herzegovina,BIH,873.0,795.0,-4,UEFA,2014-06-05,6,2014,5
22,Algeria,ALG,858.0,795.0,-3,CAF,2014-06-05,6,2014,5
23,Denmark,DEN,809.0,819.0,0,UEFA,2014-06-05,6,2014,5
23,Côte d'Ivoire,CIV,809.0,830.0,2,CAF,2014-06-05,6,2014,5
25,Slovenia,SVN,800.0,787.0,-4,UEFA,2014-06-05,6,2014,5
15,Netherlands,NED,981.0,967.0,0,UEFA,2014-06-05,6,2014,5
52,Guinea,GUI,566.0,580.0,1,CAF,2014-06-05,6,2014,5
29,Romania,ROU,761.0,756.0,-3,UEFA,2014-06-05,6,2014,5
55,Norway,NOR,562.0,551.0,0,UEFA,2014-06-05,6,2014,5
82,Belarus,BLR,397.0,404.0,-1,UEFA,2014-06-05,6,2014,5
83,Azerbaijan,AZE,396.0,398.0,-2,UEFA,2014-06-05,6,2014,5
84,Congo DR,COD,395.0,380.0,-4,CAF,2014-06-05,6,2014,5
85,Congo,CGO,393.0,367.0,-7,CAF,2014-06-05,6,2014,5
86,Uganda,UGA,390.0,395.0,0,CAF,2014-06-05,6,2014,5
87,Benin,BEN,386.0,332.0,-10,CAF,2014-06-05,6,2014,5
88,Togo,TOG,383.0,374.0,-1,CAF,2014-06-05,6,2014,5
89,Gabon,GAB,382.0,386.0,2,CAF,2014-06-05,6,2014,5
90,Northern Ireland,NIR,381.0,400.0,6,UEFA,2014-06-05,6,2014,5
92,Botswana,BOT,375.0,369.0,1,CAF,2014-06-05,6,2014,5
81,Jamaica,JAM,411.0,420.0,0,CONCACAF,2014-06-05,6,2014,5
93,Angola,ANG,364.0,347.0,-1,CAF,2014-06-05,6,2014,5
95,Cuba,CUB,354.0,371.0,5,CONCACAF,2014-06-05,6,2014,5
96,Georgia,GEO,349.0,303.0,-7,UEFA,2014-06-05,6,2014,5
97,New Zealand,NZL,347.0,271.0,-14,OFC,2014-06-05,6,2014,5
98,Estonia,EST,343.0,366.0,5,UEFA,2014-06-05,6,2014,5
99,Zimbabwe,ZIM,340.0,327.0,1,CAF,2014-06-05,6,2014,5
100,Qatar,QAT,339.0,338.0,5,AFC,2014-06-05,6,2014,5
101,Moldova,MDA,334.0,325.0,2,UEFA,2014-06-05,6,2014,5
102,Equatorial Guinea,EQG,333.0,261.0,-11,CAF,2014-06-05,6,2014,5
103,China PR,CHN,331.0,333.0,7,AFC,2014-06-05,6,2014,5
54,Sierra Leone,SLE,565.0,484.0,-17,CAF,2014-06-05,6,2014,5
94,Palestine,PLE,358.0,88.0,-71,AFC,2014-06-05,6,2014,5
80,FYR Macedonia,MKD,419.0,443.0,0,UEFA,2014-06-05,6,2014,5
90,Saudi Arabia,KSA,381.0,455.0,15,AFC,2014-06-05,6,2014,5
78,Bulgaria,BUL,425.0,460.0,5,UEFA,2014-06-05,6,2014,5
79,Oman,OMA,420.0,418.0,-3,AFC,2014-06-05,6,2014,5
57,Mali,MLI,547.0,545.0,-2,CAF,2014-06-05,6,2014,5
57,Korea Republic,KOR,547.0,551.0,2,AFC,2014-06-05,6,2014,5
59,Uzbekistan,UZB,539.0,577.0,6,AFC,2014-06-05,6,2014,5
60,Burkina Faso,BFA,538.0,528.0,-1,CAF,2014-06-05,6,2014,5
61,Finland,FIN,532.0,578.0,9,UEFA,2014-06-05,6,2014,5
62,Australia,AUS,526.0,545.0,3,AFC,2014-06-05,6,2014,5
63,Jordan,JOR,510.0,510.0,-1,AFC,2014-06-05,6,2014,5
64,Libya,LBY,498.0,522.0,2,CAF,2014-06-05,6,2014,5
65,South Africa,RSA,496.0,507.0,0,CAF,2014-06-05,6,2014,5
66,Albania,ALB,495.0,486.0,-4,UEFA,2014-06-05,6,2014,5
56,Cameroon,CMR,558.0,583.0,6,CAF,2014-06-05,6,2014,5
68,El Salvador,SLV,481.0,488.0,-1,CONCACAF,2014-06-05,6,2014,5
67,Bolivia,BOL,483.0,497.0,-1,CONMEBOL,2014-06-05,6,2014,5
76,Zambia,ZAM,441.0,448.0,-3,CAF,2014-06-05,6,2014,5
75,Israel,ISR,444.0,450.0,-3,UEFA,2014-06-05,6,2014,5
74,Senegal,SEN,451.0,511.0,11,CAF,2014-06-05,6,2014,5
73,Haiti,HAI,452.0,452.0,-4,CONCACAF,2014-06-05,6,2014,5
77,Morocco,MAR,439.0,454.0,1,CAF,2014-06-05,6,2014,5
71,Trinidad and Tobago,TRI,470.0,457.0,-3,CONCACAF,2014-06-05,6,2014,5
70,Republic of Ireland,IRL,473.0,504.0,4,UEFA,2014-06-05,6,2014,5
69,Poland,POL,474.0,479.0,-3,UEFA,2014-06-05,6,2014,5
72,United Arab Emirates,UAE,460.0,499.0,5,AFC,2014-06-05,6,2014,5
17,Uruguay,URU,976.0,976.0,0,CONMEBOL,2018-05-17,5,2018,17
23,Sweden,SWE,889.0,889.0,0,UEFA,2018-05-17,5,2018,17
18,Croatia,CRO,975.0,975.0,0,UEFA,2018-05-17,5,2018,17
19,Netherlands,NED,969.0,969.0,0,UEFA,2018-05-17,5,2018,17
20,Italy,ITA,947.0,947.0,0,UEFA,2018-05-17,5,2018,17
21,Wales,WAL,931.0,931.0,0,UEFA,2018-05-17,5,2018,17
22,Iceland,ISL,930.0,930.0,0,UEFA,2018-05-17,5,2018,17
24,USA,USA,880.0,880.0,0,CONCACAF,2018-05-17,5,2018,17
31,Republic of Ireland,IRL,776.0,776.0,0,UEFA,2018-05-17,5,2018,17
26,Austria,AUT,841.0,841.0,0,UEFA,2018-05-17,5,2018,17
27,Northern Ireland,NIR,837.0,837.0,0,UEFA,2018-05-17,5,2018,17
28,Senegal,SEN,825.0,825.0,0,CAF,2018-05-17,5,2018,17
32,Romania,ROU,737.0,737.0,0,UEFA,2018-05-17,5,2018,17
29,Slovakia,SVK,786.0,786.0,0,UEFA,2018-05-17,5,2018,17
30,Ukraine,UKR,777.0,777.0,0,UEFA,2018-05-17,5,2018,17
16,Colombia,COL,989.0,989.0,0,CONMEBOL,2018-05-17,5,2018,17
25,Costa Rica,CRC,858.0,858.0,0,CONCACAF,2018-05-17,5,2018,17
15,Mexico,MEX,1008.0,1008.0,0,CONCACAF,2018-05-17,5,2018,17
75,Kyrgyz Republic,KGZ,424.0,424.0,0,AFC,2018-05-17,5,2018,17
13,England,ENG,1040.0,1040.0,0,UEFA,2018-05-17,5,2018,17
205,San Marino,SMR,8.0,8.0,0,UEFA,2018-05-17,5,2018,17
204,Cayman Islands,CAY,9.0,9.0,0,CONCACAF,2018-05-17,5,2018,17
203,Pakistan,PAK,10.0,10.0,0,AFC,2018-05-17,5,2018,17
32,Paraguay,PAR,737.0,737.0,0,CONMEBOL,2018-05-17,5,2018,17
1,Germany,GER,1544.0,1533.0,0,UEFA,2018-05-17,5,2018,17
2,Brazil,BRA,1384.0,1384.0,0,CONMEBOL,2018-05-17,5,2018,17
3,Belgium,BEL,1346.0,1346.0,0,UEFA,2018-05-17,5,2018,17
14,Tunisia,TUN,1012.0,1012.0,0,CAF,2018-05-17,5,2018,17
4,Portugal,POR,1306.0,1306.0,0,UEFA,2018-05-17,5,2018,17
6,Switzerland,SUI,1179.0,1179.0,0,UEFA,2018-05-17,5,2018,17
7,France,FRA,1166.0,1166.0,0,UEFA,2018-05-17,5,2018,17
8,Spain,ESP,1162.0,1162.0,0,UEFA,2018-05-17,5,2018,17
9,Chile,CHI,1146.0,1146.0,0,CONMEBOL,2018-05-17,5,2018,17
10,Poland,POL,1128.0,1118.0,0,UEFA,2018-05-17,5,2018,17
11,Peru,PER,1106.0,1106.0,0,CONMEBOL,2018-05-17,5,2018,17
12,Denmark,DEN,1054.0,1054.0,0,UEFA,2018-05-17,5,2018,17
5,Argentina,ARG,1254.0,1254.0,0,CONMEBOL,2018-05-17,5,2018,17
206,British Virgin Islands,VGB,4.0,4.0,0,CONCACAF,2018-05-17,5,2018,17
34,Scotland,SCO,735.0,735.0,0,UEFA,2018-05-17,5,2018,17
36,IR Iran,IRN,727.0,727.0,0,AFC,2018-05-17,5,2018,17
135,Myanmar,MYA,227.0,227.0,0,AFC,2018-05-17,5,2018,17
133,Lithuania,LTU,229.0,229.0,0,UEFA,2018-05-17,5,2018,17
133,New Zealand,NZL,229.0,229.0,0,OFC,2018-05-17,5,2018,17
132,Andorra,AND,230.0,230.0,0,UEFA,2018-05-17,5,2018,17
131,Swaziland,SWZ,240.0,240.0,0,CAF,2018-05-17,5,2018,17
130,St. Kitts and Nevis,SKN,241.0,245.0,4,CONCACAF,2018-05-17,5,2018,17
128,Togo,TOG,242.0,242.0,-1,CAF,2018-05-17,5,2018,17
128,Turkmenistan,TKM,242.0,242.0,-1,AFC,2018-05-17,5,2018,17
126,Sudan,SDN,245.0,245.0,0,CAF,2018-05-17,5,2018,17
126,Azerbaijan,AZE,245.0,245.0,0,UEFA,2018-05-17,5,2018,17
124,Antigua and Barbuda,ATG,251.0,251.0,0,CONCACAF,2018-05-17,5,2018,17
124,Yemen,YEM,251.0,250.0,-1,AFC,2018-05-17,5,2018,17
123,Rwanda,RWA,252.0,252.0,0,CAF,2018-05-17,5,2018,17
122,Thailand,THA,253.0,253.0,0,AFC,2018-05-17,5,2018,17
121,Chinese Taipei,TPE,263.0,263.0,0,AFC,2018-05-17,5,2018,17
120,Tajikistan,TJK,266.0,271.0,2,AFC,2018-05-17,5,2018,17
119,Malawi,MWI,269.0,267.0,-1,CAF,2018-05-17,5,2018,17
136,Nicaragua,NCA,224.0,224.0,0,CONCACAF,2018-05-17,5,2018,17
118,Jordan,JOR,272.0,272.0,1,AFC,2018-05-17,5,2018,17
137,Tanzania,TAN,223.0,223.0,0,CAF,2018-05-17,5,2018,17
139,Latvia,LVA,217.0,217.0,0,UEFA,2018-05-17,5,2018,17
156,New Caledonia,NCL,135.0,135.0,-1,OFC,2018-05-17,5,2018,17
155,Vanuatu,VAN,136.0,136.0,-1,OFC,2018-05-17,5,2018,17
154,Suriname,SUR,140.0,140.0,0,CONCACAF,2018-05-17,5,2018,17
153,Solomon Islands,SOL,162.0,162.0,0,OFC,2018-05-17,5,2018,17
152,Kosovo,KOS,164.0,164.0,0,UEFA,2018-05-17,5,2018,17
151,Liberia,LBR,167.0,167.0,0,CAF,2018-05-17,5,2018,17
150,Lesotho,LES,172.0,175.0,1,CAF,2018-05-17,5,2018,17
149,Dominican Republic,DOM,175.0,175.0,0,CONCACAF,2018-05-17,5,2018,17
148,Maldives,MDV,183.0,183.0,1,AFC,2018-05-17,5,2018,17
146,Burundi,BDI,188.0,188.0,1,CAF,2018-05-17,5,2018,17
146,Ethiopia,ETH,188.0,188.0,1,CAF,2018-05-17,5,2018,17
145,Equatorial Guinea,EQG,190.0,190.0,1,CAF,2018-05-17,5,2018,17
144,Hong Kong,HKG,194.0,194.0,2,AFC,2018-05-17,5,2018,17
142,Comoros,COM,195.0,195.0,1,CAF,2018-05-17,5,2018,17
142,Botswana,BOT,195.0,176.0,-6,CAF,2018-05-17,5,2018,17
141,Guatemala,GUA,198.0,198.0,1,CONCACAF,2018-05-17,5,2018,17
140,Afghanistan,AFG,199.0,194.0,-2,AFC,2018-05-17,5,2018,17
138,Angola,ANG,221.0,221.0,0,CAF,2018-05-17,5,2018,17
157,South Sudan,SSD,130.0,139.0,2,CAF,2018-05-17,5,2018,17
117,Kazakhstan,KAZ,273.0,269.0,-2,UEFA,2018-05-17,5,2018,17
115,Central African Republic,CTA,283.0,283.0,0,CAF,2018-05-17,5,2018,17
93,Estonia,EST,364.0,364.0,-1,UEFA,2018-05-17,5,2018,17
